Product_norm,Product,Code,COG_category,COG_super_category
oligogalacturonate lyase family protein,oligogalacturonate lyase family protein,AGHN,U,Cellular processes and signaling
oligopeptide:h+ symporter,oligopeptide:H+ symporter,AGIK,U,Cellular processes and signaling
oligosaccharide flippase family protein,oligosaccharide flippase family protein,AGIR,U,Cellular processes and signaling
abc transporter permease subunit,ABC transporter permease subunit,AGL,U,Cellular processes and signaling
outer membrane channel protein tolc,outer membrane channel protein TolC,AGLZ,U,Cellular processes and signaling
outer membrane trimeric porin-like protein dcap,outer membrane trimeric porin-like protein DcaP,AGNH,U,Cellular processes and signaling
outer membrane usher protein,outer membrane usher protein,AGNJ,U,Cellular processes and signaling
outer membrane usher protein lpfc,outer membrane usher protein LpfC,AGNL,U,Cellular processes and signaling
oxidoreductase,oxidoreductase,AGPB,U,Cellular processes and signaling
p-hydroxybenzoic acid efflux pump subunit aaeb,p-hydroxybenzoic acid efflux pump subunit AaeB,AGQA,U,Cellular processes and signaling
pectate lyase-like adhesive domain-containing protein,pectate lyase-like adhesive domain-containing protein,AGSD,U,Cellular processes and signaling
peptidase g2 autoproteolytic cleavage domain-containing protein,peptidase G2 autoproteolytic cleavage domain-containing protein,AGUC,U,Cellular processes and signaling
abc transporter substrate-binding protein/permease,ABC transporter substrate-binding protein/permease,AGW,U,Cellular processes and signaling
peptide mfs transporter,peptide MFS transporter,AGWB,U,Cellular processes and signaling
peptide antibiotic transporter sbma,peptide antibiotic transporter SbmA,AGWD,U,Cellular processes and signaling
peptide transporter,peptide transporter,AGWY,U,Cellular processes and signaling
peptidoglycan dd-metalloendopeptidase family protein,peptidoglycan DD-metalloendopeptidase family protein,AGXL,U,Cellular processes and signaling
periplasmic heavy metal sensor,periplasmic heavy metal sensor,AGZN,U,Cellular processes and signaling
pertactin-like passenger domain-containing protein,pertactin-like passenger domain-containing protein,AHAT,U,Cellular processes and signaling
pesticin c-terminus-like muramidase,pesticin C-terminus-like muramidase,AHBN,U,Cellular processes and signaling
phage head spike fiber domain-containing protein,phage head spike fiber domain-containing protein,AHDV,U,Cellular processes and signaling
phage portal protein,phage portal protein,AHFE,U,Cellular processes and signaling
phage tail length tape measure family protein,phage tail length tape measure family protein,AHHB,U,Cellular processes and signaling
phage tail protein,phage tail protein,AHHC,U,Cellular processes and signaling
pheromone response lpxtg-anchored adhesin prgc,pheromone response LPXTG-anchored adhesin PrgC,AHLS,U,Cellular processes and signaling
phosphatase pap2 family protein,phosphatase PAP2 family protein,AHMA,U,Cellular processes and signaling
phosphate abc transporter permease subunit pstc,phosphate ABC transporter permease subunit PstC,AHMT,U,Cellular processes and signaling
phosphatidylinositol-specific phospholipase c,phosphatidylinositol-specific phospholipase C,AHOS,U,Cellular processes and signaling
phosphatidylinositol-specific phospholipase c domain-containing protein,phosphatidylinositol-specific phospholipase C domain-containing protein,AHOT,U,Cellular processes and signaling
"phosphonate abc transporter, permease protein phne","phosphonate ABC transporter, permease protein PhnE",AHUD,U,Cellular processes and signaling
pilin,pilin,AHZH,U,Cellular processes and signaling
pilin major subunit virb2,pilin major subunit VirB2,AHZJ,U,Cellular processes and signaling
pilus (iv) biogenesis,pilus (IV) biogenesis,AHZL,U,Cellular processes and signaling
pilus (msha type) biogenesis protein mshl,pilus (MSHA type) biogenesis protein MshL,AHZM,U,Cellular processes and signaling
pilus assembly fimt family protein,pilus assembly FimT family protein,AHZN,U,Cellular processes and signaling
pilus assembly pilx family protein,pilus assembly PilX family protein,AHZP,U,Cellular processes and signaling
pilus assembly protein,pilus assembly protein,AHZQ,U,Cellular processes and signaling
pilus assembly protein flpl,pilus assembly protein FlpL,AHZV,U,Cellular processes and signaling
pilus assembly protein n-terminal domain-containing protein,pilus assembly protein N-terminal domain-containing protein,AHZY,U,Cellular processes and signaling
pilus assembly protein pilm,pilus assembly protein PilM,AIAB,U,Cellular processes and signaling
pilus assembly protein piln,pilus assembly protein PilN,AIAC,U,Cellular processes and signaling
pilus assembly protein pilp,pilus assembly protein PilP,AIAE,U,Cellular processes and signaling
pilus assembly protein tadd,pilus assembly protein TadD,AIAL,U,Cellular processes and signaling
pilus assembly protein tadg-related protein,pilus assembly protein TadG-related protein,AIAN,U,Cellular processes and signaling
plasmid replication protein reph,plasmid replication protein RepH,AIDC,U,Cellular processes and signaling
plasmid segregation protein parm domain-containing protein,plasmid segregation protein ParM domain-containing protein,AIDM,U,Cellular processes and signaling
plasmid transfer atpase traj,plasmid transfer ATPase TraJ,AIEA,U,Cellular processes and signaling
"poly-beta-1,6 n-acetyl-d-glucosamine export porin pgaa","poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA",AIFS,U,Cellular processes and signaling
poly-gamma-glutamate hydrolase family protein,poly-gamma-glutamate hydrolase family protein,AIGE,U,Cellular processes and signaling
polymorphic toxin mafb class 1,polymorphic toxin MafB class 1,AIHO,U,Cellular processes and signaling
polymorphic toxin mafb class 3,polymorphic toxin MafB class 3,AIHQ,U,Cellular processes and signaling
polymorphic toxin type 15 domain-containing protein,polymorphic toxin type 15 domain-containing protein,AIHS,U,Cellular processes and signaling
polymorphic toxin type 22 domain-containing protein,polymorphic toxin type 22 domain-containing protein,AIHU,U,Cellular processes and signaling
polymorphic toxin type 25 domain-containing protein,polymorphic toxin type 25 domain-containing protein,AIHW,U,Cellular processes and signaling
polymorphic toxin type 28 domain-containing protein,polymorphic toxin type 28 domain-containing protein,AIHX,U,Cellular processes and signaling
polymorphic toxin-type hint domain-containing protein,polymorphic toxin-type HINT domain-containing protein,AIII,U,Cellular processes and signaling
polysaccharide lyase family 8 super-sandwich domain-containing protein,polysaccharide lyase family 8 super-sandwich domain-containing protein,AIKB,U,Cellular processes and signaling
porin,porin,AIKQ,U,Cellular processes and signaling
portal protein,portal protein,AILL,U,Cellular processes and signaling
potassium channel family protein,potassium channel family protein,AILU,U,Cellular processes and signaling
pre-toxin tg domain-containing protein,pre-toxin TG domain-containing protein,AIMV,U,Cellular processes and signaling
prepilin peptidase,prepilin peptidase,AIOE,U,Cellular processes and signaling
prepilin peptidase pppa,prepilin peptidase PppA,AIOG,U,Cellular processes and signaling
prepilin peptidase-dependent pilin,prepilin peptidase-dependent pilin,AIOI,U,Cellular processes and signaling
prepilin peptidase-dependent protein,prepilin peptidase-dependent protein,AIOJ,U,Cellular processes and signaling
prepilin-type n-terminal cleavage/methylation domain-containing protein,prepilin-type N-terminal cleavage/methylation domain-containing protein,AIOM,U,Cellular processes and signaling
preprotein translocase subunit sec61beta,preprotein translocase subunit Sec61beta,AIOP,U,Cellular processes and signaling
preprotein translocase subunit seca,preprotein translocase subunit SecA,AIOQ,U,Cellular processes and signaling
preprotein translocase subunit secd,preprotein translocase subunit SecD,AIOS,U,Cellular processes and signaling
preprotein translocase subunit sece,preprotein translocase subunit SecE,AIOT,U,Cellular processes and signaling
preprotein translocase subunit secf,preprotein translocase subunit SecF,AIOU,U,Cellular processes and signaling
preprotein translocase subunit secg,preprotein translocase subunit SecG,AIOV,U,Cellular processes and signaling
preprotein translocase subunit secy,preprotein translocase subunit SecY,AIOW,U,Cellular processes and signaling
preprotein translocase subunit yajc,preprotein translocase subunit YajC,AIOY,U,Cellular processes and signaling
primosome assembly protein pria,primosome assembly protein PriA,AIPX,U,Cellular processes and signaling
prolyl oligopeptidase family serine peptidase,prolyl oligopeptidase family serine peptidase,AIRJ,U,Cellular processes and signaling
propanediol diffusion facilitator pduf,propanediol diffusion facilitator PduF,AIRT,U,Cellular processes and signaling
protease sohb,protease SohB,AITT,U,Cellular processes and signaling
protein no vein domain-containing protein,protein NO VEIN domain-containing protein,AIWK,U,Cellular processes and signaling
protein piln,protein PilN,AIWZ,U,Cellular processes and signaling
protein tolb,protein TolB,AIXM,U,Cellular processes and signaling
protein tolq,protein TolQ,AIXN,U,Cellular processes and signaling
protein tolr,protein TolR,AIXO,U,Cellular processes and signaling
protein trbd,protein TrbD,AIXX,U,Cellular processes and signaling
protein kinase domain-containing protein,protein kinase domain-containing protein,AJEU,U,Cellular processes and signaling
protein tolb,protein tolB,AJGI,U,Cellular processes and signaling
protein translocase sec61 complex subunit gamma,protein translocase SEC61 complex subunit gamma,AJGO,U,Cellular processes and signaling
protein translocase subunit secd,protein translocase subunit SecD,AJGQ,U,Cellular processes and signaling
protein translocase subunit secdf,protein translocase subunit SecDF,AJGR,U,Cellular processes and signaling
